City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,altay,47.8667,88.1167,279.68,42,0,3.05,CN,1697670913
363,kuqa,41.7278,82.9364,284.15,40,72,1.75,CN,1697670913
364,vila velha,-20.3297,-40.2925,297.12,83,100,5.14,BR,1697670913
365,klyuchi,52.2667,79.1667,280.17,50,0,3.62,RU,1697670860
366,torre del campo,37.7705,-3.8973,290.84,79,69,3.13,ES,1697670902
367,kourou,5.1552,-52.6478,298.18,87,69,5.01,GF,1697670679
368,sabang,5.8933,95.3214,300.21,77,100,1.84,ID,1697670915
369,beledweyne,4.7358,45.2036,299.45,76,65,5.53,SO,1697670915
370,kudahuvadhoo,2.6708,72.8944,300.67,74,89,4.22,MV,1697670916
371,manta,-0.95,-80.7333,300.03,74,40,6.69,EC,1697670916
372,margate,51.3813,1.3862,288.08,93,100,3.58,GB,1697670916
373,al jawf,29.5,38.75,292.28,46,0,3.87,SA,1697670917
374,tokoname,34.8833,136.85,294.75,77,40,3.09,JP,1697670917
375,bolobo,-2.1667,16.2333,296.35,89,100,0.98,CD,1697670918
376,prince rupert,54.3161,-130.3201,286.2,82,100,15.43,CA,1697670918
377,coahuayana de hidalgo,18.7,-103.6583,296.74,96,100,1.45,MX,1697670918
378,juneau,58.3019,-134.4197,284.49,100,100,2.28,US,1697670633
379,geraldton,-28.7667,114.6,287.38,88,97,3.6,AU,1697670825
380,yelizovo,53.1873,158.3805,282.23,66,0,4.02,RU,1697670921
381,harper,4.375,-7.7169,298.47,89,44,2.17,LR,1697670889
382,extrema,-22.8547,-46.3183,290.77,92,68,2.83,BR,1697670922
383,ebon,4.582,168.6964,301.14,76,100,9.62,MH,1697670877
384,necochea,-38.5473,-58.7368,285.74,67,60,4.88,AR,1697670923
385,sergeyevka,53.88,67.4158,278.19,60,75,5.08,KZ,1697670924
386,stephenville,32.2207,-98.2023,302.13,28,0,4.63,US,1697670924
387,vyshniy volochek,57.5913,34.5645,274.83,82,100,1.75,RU,1697670925
388,mar del plata,-38.0023,-57.5575,285.9,70,60,1.79,AR,1697670801
389,prado,-17.3411,-39.2208,297.61,76,9,5.27,BR,1697670926
390,tamandare,-8.7597,-35.1047,297.28,76,65,4.09,BR,1697670926
391,posto fiscal rolim de moura,-13.0833,-62.2667,302.37,51,46,1.11,BR,1697670927
392,trincomalee,8.5711,81.2335,298.37,87,94,5.24,LK,1697670927
393,kununurra,-15.7667,128.7333,296.14,49,0,0.0,AU,1697670812
394,ormara,25.2088,64.6357,298.82,77,0,3.1,PK,1697670928
395,dudinka,69.4058,86.1778,277.94,99,100,7.6,RU,1697670927
396,ciudad del carmen,18.6333,-91.8333,301.17,57,20,2.06,MX,1697670754
397,isabela,6.7085,121.9711,298.18,81,98,1.04,PH,1697670929
398,ashland,40.8167,-82.2665,285.35,87,91,2.02,US,1697670929
399,kamaishi,39.2667,141.8833,291.62,64,100,3.73,JP,1697670930
400,green river,41.5286,-109.4662,294.37,32,10,2.68,US,1697670930
401,anadyr,64.75,177.4833,264.82,78,0,6.0,RU,1697670831
402,crane,31.3974,-102.3501,305.05,19,2,2.56,US,1697670871
403,bubaque,11.2833,-15.8333,301.09,78,100,4.2,GW,1697670647
404,ternate,0.8,127.4,300.45,77,44,0.92,ID,1697670932
405,impfondo,1.6381,18.0667,294.94,99,100,0.95,CG,1697670932
406,fort mcmurray,56.7268,-111.381,285.92,82,75,3.09,CA,1697670699
407,yeniseysk,58.4497,92.1703,279.23,70,74,2.24,RU,1697670687
408,amalapuram,16.5833,82.0167,296.44,92,23,1.61,IN,1697670933
409,chemolgan,43.1897,76.5292,279.96,53,97,1.57,KZ,1697670934
410,kamloops,50.6665,-120.3192,287.91,73,75,8.23,CA,1697670876
411,ko pha ngan,9.7578,100.0291,296.53,70,95,3.94,TH,1697670935
412,encruzilhada do sul,-30.5439,-52.5219,284.37,86,97,3.43,BR,1697670859
413,gadzhiyevo,69.2551,33.3362,274.83,60,100,10.0,RU,1697670937
414,kiunga,-6.1219,141.2906,300.58,75,35,1.94,PG,1697670937
415,ilanskiy,56.2358,96.065,277.88,93,39,2.32,RU,1697670938
416,carbonear,47.7332,-53.2148,281.83,85,5,4.12,CA,1697670938
417,leh,34.1667,77.5833,272.92,63,44,1.34,IN,1697670939
418,pisco,-13.7,-76.2167,293.18,83,0,8.23,PE,1697670880
419,askoy,60.4092,5.226,277.45,81,98,0.0,NO,1697670939
420,iacu,-12.7672,-40.2117,297.39,57,96,2.91,BR,1697670940
421,los llanos de aridane,28.6585,-17.9182,294.01,79,0,2.57,ES,1697670940
422,selebi-phikwe,-21.979,27.8498,291.48,59,0,4.36,BW,1697670941
423,kodinsk,58.6881,99.1844,274.51,88,70,1.6,RU,1697670942
424,taro,-8.3862,115.28,296.15,85,80,0.53,ID,1697670939
425,richfield,44.8833,-93.283,287.86,81,75,3.09,US,1697670672
426,muang phon-hong,18.4928,102.4172,296.31,95,85,0.56,LA,1697670943
427,sept-iles,50.2001,-66.3821,282.15,93,0,2.06,CA,1697670782
428,sarkand,45.41,79.9186,285.64,36,92,1.49,KZ,1697670944
429,vorkuta,67.5,64.0,273.55,82,52,6.53,RU,1697670944
430,mandan,46.8267,-100.8896,287.14,76,0,5.14,US,1697670805
431,cambria,35.5641,-121.0808,310.56,52,2,1.97,US,1697670897
432,lagodekhi,41.8268,46.2767,283.65,90,100,1.31,GE,1697670945
433,kaa-khem,51.6833,94.7333,277.26,72,6,1.97,RU,1697670946
434,turpan,42.9333,89.1667,285.37,30,0,1.07,CN,1697670946
435,novodvinsk,64.4165,40.8122,276.92,78,100,5.11,RU,1697670946
436,nuevo imperial,-13.0754,-76.3172,292.69,87,97,2.28,PE,1697670947
437,boa vista,2.8197,-60.6733,303.14,58,20,2.06,BR,1697670830
438,vila do maio,15.1333,-23.2167,300.59,75,6,5.11,CV,1697670948
439,trevelin,-43.0858,-71.4639,291.86,66,0,3.32,AR,1697670948
440,touros,-5.1989,-35.4608,298.54,75,5,5.89,BR,1697670949
441,aioun,16.6614,-9.6149,307.02,19,11,3.45,MR,1697670949
442,axim,4.8699,-2.2405,298.37,91,83,2.34,GH,1697670950
443,adelaide,-34.9333,138.6,301.4,33,0,2.06,AU,1697670897
444,huarmey,-10.0681,-78.1522,293.96,83,68,5.27,PE,1697670951
445,garachico,28.7781,-17.7646,294.21,68,0,2.57,ES,1697670952
446,peymeinade,43.6333,6.8833,291.62,90,100,0.0,FR,1697670666
447,peace river,56.2501,-117.286,290.32,48,20,8.23,CA,1697670952
448,'ain el turk,35.7438,-0.7693,296.02,72,24,6.03,DZ,1697670791
449,salahonda,2.1019,-78.7217,300.28,83,71,5.18,CO,1697670953
450,huautla de jimenez,18.1315,-96.8409,289.16,81,67,2.11,MX,1697670954
451,val-d'or,48.1002,-77.7828,281.2,93,100,4.12,CA,1697670954
452,lubango,-14.9172,13.4925,289.88,47,1,2.18,AO,1697670954
453,broken hill,-31.95,141.4333,296.69,23,0,1.94,AU,1697670926
454,ciudad lazaro cardenas,17.9583,-102.2,296.83,94,100,3.17,MX,1697670944
455,dieppe,49.75,1.1667,288.33,86,78,1.34,FR,1697670956
456,pangody,65.85,74.4859,278.55,93,100,4.87,RU,1697670956
457,mwene-ditu,-7.0,23.45,292.89,92,70,1.56,CD,1697670956
458,creel,27.75,-107.6333,296.34,23,52,3.62,MX,1697670957
459,terrace,54.5163,-128.6035,286.1,94,75,11.32,CA,1697670957
460,arenapolis,-14.4503,-56.8461,306.81,27,53,1.41,BR,1697670958
461,jokioinen,60.8016,23.48,271.26,91,15,2.69,FI,1697670958
462,barra de santo antonio,-9.4047,-35.5072,296.75,77,71,4.36,BR,1697670958
463,cole harbour,44.6724,-63.4751,285.21,86,97,3.6,CA,1697670959
464,valparaiso,-33.0393,-71.6273,288.95,58,0,4.12,CL,1697670959
465,puerto baquerizo moreno,-0.9,-89.6,297.15,86,99,5.07,EC,1697670960
466,chapala,20.3,-103.2,293.84,53,100,2.0,MX,1697670960
467,sungai penuh,-2.0833,101.3833,292.41,87,99,1.32,ID,1697670960
468,torghay,49.6339,63.4981,278.75,51,89,2.85,KZ,1697670961
469,sung noen,14.8992,101.8207,296.22,89,100,0.89,TH,1697670961
470,gaigeturi,33.4644,126.3183,293.18,73,40,2.06,KR,1697670962
471,uchiza,-8.4592,-76.4633,297.91,77,23,1.37,PE,1697670962
472,bonny,4.4522,7.1681,299.48,87,100,3.31,NG,1697670963
473,paungde,18.4833,95.5,296.5,94,54,1.19,MM,1697670964
474,great bend,38.3645,-98.7648,297.22,23,0,6.69,US,1697670965
475,tame,6.461,-71.73,297.35,87,74,2.29,CO,1697670965
476,al burayqah,30.4062,19.5739,297.55,41,0,3.78,LY,1697670966
477,flin flon,54.7682,-101.865,280.06,81,75,2.57,CA,1697670966
478,emerald,-23.5333,148.1667,295.56,57,10,6.0,AU,1697670967
479,anisoc,1.8658,10.7689,293.04,98,100,0.82,GQ,1697670967
480,greymouth,-42.4667,171.2,285.67,64,82,2.28,NZ,1697670935
481,forster,-32.1667,152.5167,293.87,61,100,1.67,AU,1697670914
482,maun,-19.9833,23.4167,294.55,34,0,3.08,BW,1697670969
483,salalah,17.0151,54.0924,299.2,83,20,1.54,OM,1697670942
484,pergine valsugana,46.065,11.238,287.17,86,100,7.72,IT,1697670969
485,kuta,-8.7233,115.1723,300.12,88,20,2.24,ID,1697670970
486,palmer,42.1584,-72.3287,286.96,76,75,0.0,US,1697670970
487,telese,41.2173,14.5277,295.61,73,100,1.27,IT,1697670971
488,monrovia,6.3005,-10.7969,298.02,86,88,2.5,LR,1697670751
489,oroqen zizhiqi,50.5667,123.7167,273.36,55,16,4.52,CN,1697670971
490,paphos,34.7667,32.4167,297.03,73,75,9.26,CY,1697670972
491,ponta delgada,37.7333,-25.6667,297.14,94,75,11.83,PT,1697670836
492,jackson,42.4165,-122.8345,301.32,41,0,1.34,US,1697670957
493,petropavlovsk-kamchatsky,53.0452,158.6483,281.48,88,0,4.0,RU,1697670973
494,ca mau,9.1769,105.15,298.0,90,55,1.19,VN,1697670974
495,salair,54.2312,85.7972,279.04,87,7,1.95,RU,1697670974
496,malango,-2.9627,119.9001,294.28,90,70,0.45,ID,1697670975
497,tommot,58.9564,126.2925,268.46,93,100,1.75,RU,1697670975
498,tabas,33.5959,56.9244,294.58,29,0,1.19,IR,1697670976
499,puerto aysen,-45.4,-72.7,284.52,93,83,2.17,CL,1697670976
500,sao vicente,-23.9631,-46.3919,295.52,62,100,3.11,BR,1697670767
501,dakhla,23.6848,-15.958,294.86,90,1,6.3,EH,1697670977
502,bardai,11.65,7.2333,298.15,29,77,2.62,NG,1697670952
503,panjab,34.388,67.0233,276.29,67,2,1.3,AF,1697670978
504,pelabuhanratu,-6.9875,106.5514,297.93,76,55,0.59,ID,1697670979
505,phuthaditjhaba,-28.5242,28.8158,286.16,72,51,2.06,ZA,1697670980
506,antonio enes,-16.2325,39.9086,298.29,86,66,1.43,MZ,1697670980
507,baardheere,2.3446,42.2764,299.41,78,99,4.78,SO,1697670981
508,kitui,-1.367,38.0106,292.48,90,93,3.16,KE,1697670981
509,tsetserleg,47.475,101.4542,272.92,66,13,0.98,MN,1697670982
510,ceeldheer,3.8488,47.1806,300.04,79,42,3.6,SO,1697670982
511,ngunut,-8.1058,112.0159,297.27,85,92,1.74,ID,1697670959
512,tindouf,27.6711,-8.1474,300.23,26,4,4.22,DZ,1697670970
513,nixa,37.0434,-93.2944,295.45,51,24,1.79,US,1697670983
514,nema,57.5067,50.5011,275.43,84,99,6.54,RU,1697670951
515,puerto colombia,10.9878,-74.9547,303.2,79,17,5.4,CO,1697670984
516,arar,30.9753,41.0381,292.16,37,0,3.6,SA,1697670984
517,burabay,53.0838,70.3138,278.83,61,100,4.5,KZ,1697670985
518,oum hadjer,13.2954,19.6966,301.87,16,87,4.4,TD,1697670985
519,belmonte,-15.8631,-38.8828,296.83,78,62,3.95,BR,1697670986
520,petawawa,45.9001,-77.3328,283.92,79,100,2.57,CA,1697670986
521,fallsburg,41.732,-74.6013,284.75,88,99,0.45,US,1697670987
522,beckum,51.75,8.0333,284.25,83,100,2.73,DE,1697670987
523,mahina,-17.5065,-149.489,300.02,74,75,1.54,PF,1697670987
524,chos malal,-37.3781,-70.2709,290.4,43,100,4.54,AR,1697670988
525,nizhnyaya tavda,57.6731,66.1725,276.78,70,2,4.96,RU,1697670988
526,columbus,39.9612,-82.9988,288.39,62,75,3.09,US,1697670185
527,liberal,37.0431,-100.921,296.73,25,0,4.63,US,1697670836
528,zaraza,9.3503,-65.3245,300.53,71,83,2.54,VE,1697670989
529,bajos de chila,15.9389,-97.1275,302.75,58,40,2.57,MX,1697670990
530,gaiman,-43.2897,-65.4929,300.26,14,0,10.78,AR,1697670956
531,road town,18.4167,-64.6167,302.2,79,40,4.63,VG,1697670991
532,la ronge,55.1001,-105.2842,283.29,76,100,3.6,CA,1697670991
533,neijiang,29.5835,105.0622,288.08,76,100,2.92,CN,1697670991
534,bryne,58.7354,5.6477,282.01,57,0,8.75,NO,1697670992
535,walvis bay,-22.9575,14.5053,288.2,92,17,3.46,NA,1697670993
536,fougamou,-1.2154,10.5838,295.93,99,100,0.3,GA,1697670994
537,dzhalagash,45.0833,64.6667,284.11,34,28,3.7,KZ,1697670996
538,shenjiamen,29.9576,122.298,294.6,83,0,5.22,CN,1697670997
539,doctor arroyo,23.6667,-100.1833,297.59,26,90,3.17,MX,1697670997
540,penon blanco,24.7897,-104.0369,297.51,20,74,4.18,MX,1697670998
541,solapur,17.6833,75.9167,297.11,62,40,3.47,IN,1697670998
542,salmon arm,50.6998,-119.3024,287.28,87,100,1.03,CA,1697670998
543,antofagasta,-23.65,-70.4,291.59,72,31,3.66,CL,1697670726
544,taesal-li,36.9714,126.4542,291.42,85,100,6.92,KR,1697671005
545,al aaroui,35.0118,-3.0045,294.29,88,40,1.54,MA,1697671005
546,ocean city,39.2776,-74.5746,288.7,71,10,0.89,US,1697671006
547,perry,37.2506,-83.1999,291.25,65,11,1.49,US,1697670792
548,le vauclin,14.5452,-60.8388,300.18,89,0,2.06,MQ,1697671007
549,viedma,-40.8135,-62.9967,292.33,24,76,4.65,AR,1697671008
550,debipur,24.2333,88.6333,296.01,78,0,2.75,IN,1697671008
